text,label
user can manipulate access tokens to make running process appear as though it is the child of different process or belongs to someone other than the user that started the process,1
when this occurs the process also takes on the security context associated with the new token,1
an adversary can use built in windows api functions to copy access tokens from existing processes this is known as token stealing,1
these token can then be applied to an existing process token impersonation or used to spawn new process create process with token,1
an adversary must already be in privileged user context administrator to steal token,1
however adversaries commonly use token stealing to elevate their security context from the administrator level to the system level,1
an adversary can then use token to authenticate to remote system as the account for that token if the account has appropriate permissions on the remote system,1
any standard user can use the runas command and the windows api functions to create impersonation tokens it does not require access to an administrator account,1
there are also other mechanisms such as active directory fields that can be used to modify access tokens,1
duqu examines running system processes for tokens that have specific system privileges,1
if it finds one it will copy the token and store it for later use,1
eventually it will start new processes with the stored token attached,1
it can also steal tokens to acquire administrative privileges,1
hydraq creates backdoor through which remote attackers can adjust token privileges,1
sslmm contains feature to manipulate process privileges and tokens,1
ryuk has attempted to adjust its token privileges to have the sedebugprivilege,1
sunspot modified its security token to grants itself debugging privileges by adding sedebugprivilege,1
megacortex can enable sedebugprivilege and adjust token privileges,1
appleseed can gain system level privilege by passing sedebugprivilege to the adjusttokenprivilege api,1
cuba has used sedebugprivilege and adjusttokenprivileges to elevate privileges,1
killdisk has attempted to get the access token of process by calling openprocesstoken,1
if killdisk gets the access token then it attempt to modify the token privileges with adjusttokenprivileges,1
blue mockingbird has used juicypotato to abuse the seimpersonate token privilege to escalate from web application pool accounts to nt authority system,1
fin6 has used has used metasploit named pipe impersonation technique to escalate privileges,1
adversaries may establish persistence and elevate privileges by executing malicious content triggered by accessibility features,0
windows contains accessibility features that may be launched with key combination before user has logged in,0
an adversary can modify the way these programs are launched to get command prompt or backdoor without logging in to the system,0
two common accessibility programs are launched when the shift key is pressed five times and launched when the windows key combination is pressed,0
the sethc program is often referred to as sticky keys and has been used by adversaries for unauthenticated access through remote desktop login screen,0
depending on the version of windows an adversary may take advantage of these features in different ways,0
common methods used by adversaries include replacing accessibility feature binaries or pointers to these binaries in the registry,0
in newer versions of windows the replaced binary needs to be digitally signed for x64 systems the binary must reside in systemdir and it must be protected by windows file or resource protection,0
the image file execution options injection debugger method was likely discovered as potential workaround because it does not require the corresponding accessibility feature binary to be replaced,0
for simple binary replacement on windows xp and later as well as and windows server and later for example the program may be replaced with cmd,0
subsequently pressing the appropriate key combination at the login screen while sitting at the keyboard or when connected over remote desktop protocol will cause the replaced file to be executed with system privileges,0
other accessibility features exist that may also be leveraged in similar fashion on screen keyboard magnifier narrator display switcher app switcher adversaries may establish persistence and elevate privileges by executing malicious content triggered by accessibility features,0
other accessibility features exist that may also be leveraged in similar fashion on screen keyboard magnifier narrator display switcher app switcher apt3 replaces the sticky keys binary for persistence,0
apt29 used sticky keys to obtain unauthenticated privileged console access,0
deep panda has used the sticky keys technique to bypass the rdp login screen on remote systems during intrusions,0
axiom actors have been known to use the sticky keys replacement within rdp sessions to obtain persistence,0
apt41 leveraged sticky keys to establish persistence,0
fox kitten has used sticky keys to launch command prompt,0
adversaries may interrupt availability of system and network resources by inhibiting access to accounts utilized by legitimate users,0
accounts may be deleted locked or manipulated to remove access to accounts,0
adversaries may also subsequently log off and reboot boxes to set malicious changes into place,0
lockergoga has been observed changing account passwords and logging off current users,0
megacortex has changed user account passwords and logged users off the system,0
adversaries may attempt to get listing of accounts on system or within an environment,0
this information can help adversaries determine which accounts exist to aid in follow on behavior,0
xcsset attempts to discover accounts from various locations such as user evernote appleid telegram skype and wechat data,0
unc2452 obtained list of users and their roles from an exchange server using get managementroleassignment,0
apt29 obtained list of users and their roles from an exchange server using get managementroleassignment,0
apt32 enumerated administrative users and dc servers using the commands net localgroup administrators and net group domain controllers,0
adversaries may manipulate accounts to maintain access to victim systems,0
account manipulation may consist of any action that preserves adversary access to compromised account such as modifying credentials or permission groups,0
these actions could also include account activity designed to subvert security policies such as performing iterative password updates to bypass password duration policies and preserve the life of compromised credentials,0
in order to create or manipulate accounts the adversary must already have sufficient permissions on systems or the domain,0
calisto adds permissions and remote logins to all users,0
smokedham has added created user accounts to local admin groups,0
lazarus group malware whiskeydelta two contains function that attempts to rename the administrator account,0
apt3 has been known to add created accounts to local admin groups to maintain elevated access,0
dragonfly added newly created accounts to the administrators group to maintain elevated access,0
sandworm team used the sp addlinkedsrvlogin command in ms sql to create link between created account and other servers in the network,0
magic hound granted compromised email accounts read access to the email boxes of additional targeted accounts,0
the group then was able to authenticate to the intended victim owa portal and read hundreds of email communications for information on middle east organizations,0
adversaries may buy lease or rent infrastructure that can be used during targeting,0
wide variety of infrastructure exists for hosting and orchestrating adversary operations,0
infrastructure solutions include physical or cloud servers domains and third party web services,0
additionally botnets are available for rent or purchase,0
use of these infrastructure solutions allows an adversary to stage launch and execute an operation,0
solutions may help adversary operations blend in with traffic that is seen as normal such as contact to third party web services,0
depending on the implementation adversaries may use infrastructure that makes it difficult to physically tie back to them as well as utilize infrastructure that can be rapidly provisioned modified and shut down,0
adversaries may execute active reconnaissance scans to gather information that can be used during targeting,0
active scans are those where the adversary probes victim infrastructure via network traffic as opposed to other forms of reconnaissance that do not involve direct interaction,0
adversaries may perform different forms of active scanning depending on what information they seek to gather,0
these scans can also be performed in various ways including using native features of network protocols such as icmp,0
information from these scans may reveal opportunities for other forms of reconnaissance or search open technical databases establishing operational resources or obtain capabilities and initial access or exploit public facing application,0
adversaries may achieve persistence by adding registry key to the active setup of the local machine,0
active setup is windows mechanism that is used to execute programs when user logs in,0
the value stored in the registry key will be executed after user logs into the computer,0
these programs will be executed under the context of the user and will have the account associated permissions level,0
adversaries may abuse active setup by creating key under hklm software microsoft active setup installed components and setting malicious value for stubpath,0
this value will serve as the program that will be executed when user logs into the computer,0
adversaries can abuse these components to execute malware such as remote access tools to maintain persistence through system reboots,0
adversaries may also use masquerading to make the registry entries look as if they are associated with legitimate programs,0
poisonivy creates registry key in the active setup pointing to malicious executable,0
an adversary may add the global administrator role to an adversary controlled account to maintain persistent access to an office tenant,0
with sufficient permissions compromised account can gain almost unlimited access to data and settings via the global admin role,0
this account modification may immediately follow create account or other malicious account activity,0
adversaries may abuse microsoft office add ins to obtain persistence on compromised system,0
office add ins can be used to add functionality to office programs,0
there are different types of add ins that can be used by the various office products including word add in libraries vba add ins office component object model add ins automation add ins vba editor visual studio tools for office add ins and outlook add ins,0
add ins can be used to obtain persistence because they can be set to execute code when an office application starts,0
naikon has used the royalroad exploit builder to drop second stage loader intel wll into the word startup folder on the compromised host,0
adversaries may add adversary controlled credentials to cloud account to maintain persistent access to victim accounts and instances within the environment,0
adversaries may add credentials for service principals and applications in addition to existing legitimate credentials in azure ad,0
these credentials include both x509 keys and passwords,0
with sufficient permissions there are variety of ways to add credentials including the azure portal azure command line interface and azure or az powershell modules,0
in infrastructure as service environments after gaining access through cloud accounts adversaries may generate or import their own ssh keys using either the createkeypair or importkeypair api in aws or the gcloud compute os login ssh keys add command in gcp,0
this allows persistent access to instances within the cloud environment without further usage of the compromised cloud accounts,0
unc2452 added credentials to oauth applications and service principals,0
apt29 has added credentials to oauth applications and service principals,0
adversaries may attempt to position themselves between two or more networked devices using an adversary in the middle technique to support follow on behaviors such as network sniffing or transmitted data manipulation,0
by abusing features of common networking protocols that can determine the flow of network traffic adversaries may force device to communicate through an adversary controlled system so they can collect information or perform additional actions,0
adversaries may leverage the aitm position to attempt to modify traffic such as in transmitted data manipulation,0
adversaries can also stop traffic from flowing to the appropriate destination causing denial of service,0
dok proxies web traffic to potentially monitor and alter victim http traffic,0
kimsuky has used modified versions of phproxy to examine web traffic between the victim and the accessed website,0
adversaries may establish persistence and elevate privileges by executing malicious content triggered by appcert dlls loaded into processes,0
dynamic link libraries that are specified in the appcertdlls registry key under manager are loaded into every process that calls the ubiquitously used application programming interface functions createprocess createprocessasuser createprocesswithloginw createprocesswithtokenw or winexec,0
similar to process injection this value can be abused to obtain elevated privileges by causing malicious dll to be loaded and run in the context of separate processes on the computer,0
malicious appcert dlls may also provide persistence by continuously being triggered by api activity,0
punchbuggy can establish using appcertdlls registry key,0
honeybee service based dll implant can execute downloaded file with parameters specified using createprocessasuser,0
adversaries may establish persistence and elevate privileges by executing malicious content triggered by appinit dlls loaded into processes,0
dynamic link libraries that are specified in the appinit dlls value in the registry keys nt currentversion windows or nt currentversion windows are loaded by user32 into every process that loads user32,0
in practice this is nearly every program since user32 is very common library,0
similar to process injection these values can be abused to obtain elevated privileges by causing malicious dll to be loaded and run in the context of separate processes on the computer,0
malicious appinit dlls may also provide persistence by continuously being triggered by api activity,0
the appinit dll functionality is disabled in windows and later versions when secure boot is enabled,0
if victim meets certain criteria t9000 uses the appinit dll functionality to achieve persistence by ensuring that every user mode process that is spawned will load its malicious dll resn32,0
it does this by creating the following registry keys hklm software microsoft windows nt currentversion windows appinit dlls appdata intel resn32 and hklm software microsoft windows nt currentversion windows loadappinit dlls,0
some variants of cherry picker use appinit dlls to achieve persistence by creating the following registry key nt currentversion windows appinit dlls pserver32 ramsay can insert itself into the address space of other applications using the appinit dll registry key,0
apt39 has used malware to set loadappinit dlls in the registry key software microsoft windows nt currentversion windows in order to establish persistence,0
adversaries may abuse applescript for execution,0
applescript is macos scripting language designed to control applications and parts of the os via inter application messages called appleevents,0
these appleevent messages can be sent independently or easily scripted with applescript,0
these events can locate open windows send keystrokes and interact with almost any open application locally or remotely,0
scripts can be run from the command line via osascript or osascript script here,0
aside from the command line scripts can be executed in numerous ways including mail rules calendar app alarms and automator workflows,0
applescripts can also be executed as plain text shell scripts by adding to the start of the script file,0
applescripts do not need to call osascript to execute however,0
they may be executed from within mach binaries by using the macos native apis nsapplescript or osascript both of which execute code independent of the command line utility,0
adversaries may abuse applescript to execute various behaviors such as interacting with an open ssh connection moving to remote machines and even presenting users with fake dialog boxes,0
these events cannot start applications remotely but they can interact with applications if they re already running remotely,0
on macos yosemite and higher applescript has the ability to execute native apis which otherwise would require compilation and execution in mach binary file format,0
since this is scripting language it can be used to launch more common techniques as well such as reverse shell via python,0
dok uses applescript to create login item for persistence,0
bundlore can use applescript to inject malicious javascript into browser,0
thiefquest uses applescript osascript command to launch thiefquest persistence via launch agent and launch daemon,0
adversaries may use stolen application access tokens to bypass the typical authentication process and access restricted accounts information or services on remote systems,0
these tokens are typically stolen from users and used in lieu of login credentials,0
application access tokens are used to make authorized api requests on behalf of user and are commonly used as way to access resources in cloud based applications and software as service,0
oauth is one commonly implemented framework that issues tokens to users for access to systems,0
these frameworks are used collaboratively to verify the user and determine what actions the user is allowed to perform,0
once identity is established the token allows actions to be authorized without passing the actual credentials of the user,0
therefore compromise of the token can grant the adversary access to resources of other sites through malicious application,0
for example with cloud based email service once an oauth access token is granted to malicious application it can potentially gain long term access to features of the user account if refresh token enabling background access is awarded,0
with an oauth access token an adversary can use the user granted rest api to perform functions such as email searching and contact enumeration,0
compromised access tokens may be used as an initial step in compromising other services,0
for example if token grants access to victim primary email the adversary may be able to extend access to all other services which the target subscribes by triggering forgotten password routines,0
direct api access through token negates the effectiveness of second authentication factor and may be immune to intuitive countermeasures like changing passwords,0
access abuse over an api channel can be difficult to detect even from the service provider end as the access can still align well with legitimate workflow,0
apt28 has used several malicious applications that abused oauth access tokens to gain access to target email accounts including gmail and yahoo mail,0
adversaries may target resource intensive features of web applications to cause denial of service,0
specific features in web applications may be highly resource intensive,0
repeated requests to those features may be able to exhaust system resources and deny access to the application or the server itself,0
adversaries may communicate using application layer protocols to avoid detection filtering by blending in with existing traffic,0
commands to the remote system and often the results of those commands will be embedded within the protocol traffic between the client and server,0
adversaries may utilize many different protocols including those used for web browsing transferring files electronic mail or dns,0
for connections that occur internally within an enclave commonly used protocols are smb ssh or rdp,0
duqu uses custom command and control protocol that communicates over commonly used ports and is frequently encapsulated by application layer protocols,0
adversaries can also use neteagle to establish an rdp connection with controller over tcp,0
the regin malware platform supports many standard protocols including smb,0
cobalt strike can conduct peer to peer communication over windows named pipes encapsulated in the smb protocol,0
all protocols use their standard assigned ports,0
lucifer can use the stratum protocol on port for communication between the cryptojacking bot and the mining server,0
hildegard has used an irc channel for c2 communications,0
siloscape connects to an irc server for c2,0
cobalt strike conducts peer to peer communication over windows named pipes encapsulated in the smb protocol,0
exaramel uses for c2 communications,0
dragonfly used smb for c2,0
magic hound malware has used irc for c2,0
rocke issued wget requests from infected systems to the c2,0
teamtnt has used an irc bot for c2 communications,0
apt34 malware often uses http and dns for c2,0
the group has also used the plink utility and other tools to create tunnels to c2 servers,0
adversaries may establish persistence and elevate privileges by executing malicious content triggered by application shims,0
the microsoft windows application compatibility infrastructure was created to allow for backward compatibility of software as the operating system codebase changes over time,0
for example the application shimming feature allows developers to apply fixes to applications that were created for windows xp so that it will work with windows,0
within the framework shims are created to act as buffer between the program and the windows os,0
when program is executed the shim cache is referenced to determine if the program requires the use of the shim database,0
if so the shim database uses hooking to redirect the code as necessary in order to communicate with the os,0
list of all shims currently installed by the default windows installer is kept in windir apppatch sysmain sdb and hklm software microsoft windows nt currentversion appcompatflags installedsdb custom databases are stored in windir apppatch custom windir apppatch apppatch64 custom and hklm software microsoft windows nt currentversion appcompatflags custom to keep shims secure windows designed them to run in user mode so they cannot modify the kernel and you must have administrator privileges to install shim,0
however certain shims can be used to bypass user account control inject dlls into processes disable data execution prevention and structure exception handling and intercept memory addresses,0
utilizing these shims may allow an adversary to perform several malicious acts such as elevate privileges install backdoors disable defenses like windows defender etc,0
shims can also be abused to establish persistence by continuously being invoked by affected programs,0
shimrat has installed shim databases in the apppatch folder,0
sdbbot has the ability to use application shimming for persistence if it detects it is running as admin on windows xp or by creating shim database to patch services,0
pillowmint has used malicious shim database to maintain persistence,0
fin7 has used application shim databases for persistence,0
adversaries may attempt to get listing of open application windows,0
window listings could convey information about how the system is used or give context to information collected by keylogger,0
kazuar gathers information about opened windows,0
winerack can enumerate active windows,0
the discovery modules used with duqu can collect information on open windows,0
catchamas obtains application windows titles and then determines which windows to perform screen capture on,0
nettraveler reports window names along with keylogger information to provide application context,0
soundbite is capable of enumerating application windows,0
powerduke has command to get text of the current foreground window,0
poisonivy captures window titles,0
remexi has command to capture active windows on the machine and retrieve window titles,0
njrat gathers information about opened windows during the initial infection,0
machete saves the window names,0
hotcroissant has the ability to list the names of all open windows on the infected host,0
plead has the ability to list open windows on the compromised host,0
attor can obtain application window titles and then determines which windows to perform screen capture on,0
cadelspy has the ability to identify open windows on the compromised host,0
aria body has the ability to identify the titles of running windows on compromised host,0
invisimole can enumerate windows and child windows on compromised host,0
metamorfo can enumerate all windows on the victim machine,0
trojan karagany can monitor the titles of open windows to identify specific keywords,0
grandoreiro can identify installed security tools based on window names,0
netwire can discover and close windows on controlled systems,0
qakbot has the ability to enumerate windows on compromised host,0
captures window titles,0
lazarus group malware indiaindia obtains and sends to its c2 server the title of the window for each running process,0
the kilaalfa keylogger also reports the title of the window in the foreground,0
adversaries may exploit software vulnerabilities that can cause an application or system to crash and deny availability to users,0
some systems may automatically restart critical applications and services when crashes occur but they can likely be re exploited to cause persistent dos condition,0
industroyer uses custom dos tool that leverages and targets hardcoded ip addresses of siemens siprotec devices,0
an adversary may compress and encrypt data that is collected prior to exfiltration,0
compressing the data can help to obfuscate the collected data and minimize the amount of data sent over the network,0
encryption can be used to hide information that is being exfiltrated from detection or make exfiltration less conspicuous upon inspection by defender,0
both compression and encryption are done prior to exfiltration and can be performed using utility 3rd party library or custom method,0
runningrat contains code to compress files,0
daserf hides collected data in password protected rar archives,0
after collecting documents from removable media prikormka compresses the collected files and encrypts it with blowfish,0
vermin encrypts the collected files using des,0
zebrocy has used method similar to rc4 as well as aes for encryption and hexadecimal for encoding data before exfiltration,0
proton zips up files before exfiltrating them,0
advstoreshell encrypts with the 3des algorithm and hardcoded key prior to exfiltration,0
lurid can compress data before sending it,0
backdoor oldrea writes collected data to temporary file in an encrypted form before exfiltration to c2 server,0
agent tesla can encrypt data with 3des before sending it over to c2 server,0
epic encrypts collected data using public key framework before sending it over the c2 channel,0
some variants encrypt the collected data with aes and encode it with base64 before transmitting it to the c2 server,0
gold dragon encrypts data using base64 before being sent to the command and control server,0
felixroot encrypts collected data with aes and base64 and then sends it to the c2 server,0
emotet has been observed encrypting the data it collects before sending it to the c2 server,0
remexi encrypts and adds all gathered browser data into files for upload to c2,0
lightneuron contains function to encrypt and store emails that it collects,0
exaramel for windows automatically encrypts files before sending them to the c2 server,0
machete stores zipped files with profile data from installed web browsers,0
cadelspy has the ability to compress stolen data into cab file,0
aria body has used zip to compress data gathered on compromised host,0
kessel can rc4 encrypt credentials before sending to the c2,0
pillowmint has encrypted stolen credit card information with aes and further encoded it with base64,0
wellmail can archive files on the compromised host,0
netwire has the ability to compress archived screenshots,0
dtrack packs collected data into password protected archive,0
taintedscribe has used filereadzipsend to compress file and send to c2,0
bluelight can zip files before exfiltration,0
xcsset will compress entire folders excluding all git folders but only if the total data size is under 200mb,0
patchwork encrypted the collected files path with aes and then encoded them with base64,0
honeybee adds collected files to temp zip file saved in the temp folder then base64 encodes it and uploads it to control server,0
following data collection fin6 has compressed log files into zip archive prior to staging and exfiltration,0
lazarus group malware romeodelta archives specified directories in zip format encrypts the zip file and uploads it to its c2 server,0
apt28 used publicly available tool to gather and compress multiple documents on the dccc and dnc networks,0
the ke3chang group has been known to compress data before exfiltration,0
dragonfly compressed data into zip files prior to exfiltrating it,0
apt32 backdoor has used lzma compression and rc4 encryption before exfiltration,0
menupass has encrypted files and information before exfiltration,0
leviathan has archived victim data prior to exfiltration,0
an adversary may compress or encrypt data that is collected prior to exfiltration using custom method,0
adversaries may choose to use custom archival methods such as encryption with xor or stream ciphers implemented with no external library or utility references,0
custom implementations of well known compression algorithms have also been used,0
invisimole uses variation of the xor cipher to encrypt files before exfiltration,0
modules can be pushed to and executed by duqu that copy data to staging area compress it and xor encrypt it,0
owaauth des encrypts captured credentials using the key before writing the credentials to log file,0
agent btz saves system information into an xml file that is then xor encoded,0
rgdoor encrypts files with xor before sending them back to the c2 server,0
flashflood employs the same encoding scheme as spaceship for data it stages,0
data is compressed with zlib and bytes are rotated four times before being xor ed with,0
advstoreshell compresses output data generated by command execution with custom implementation of the lempel ziv welch algorithm,0
t9000 encrypts collected data using single byte xor key,0
reaver encrypts collected data with an incremental xor key prior to exfiltration,0
rawpos encodes credit card data it collected from the victim with xor,0
osx oceanlotus scrambles and encrypts data using aes256 before sending it to the c2 server,0
data spaceship copies to the staging area is compressed with zlib,0
bytes are rotated by four positions and xor ed with,0
hawkball has encrypted data with xor before sending it over the c2 channel,0
machete collected data is encrypted with aes before exfiltration,0
oopsie compresses collected files with simple character replacement scheme before sending them to its c2 server,0
attor encrypts collected data with custom implementation of blowfish and rsa ciphers,0
okrum has used custom implementation of aes encryption to encrypt collected data,0
messagetap has xor encrypted and stored contents of sms messages that matched its target list,0
rising sun can archive data using rc4 encryption and base64 encoding prior to exfiltration,0
ramsay can store collected documents in custom container after encrypting and compressing them using rc4 and winrar,0
strongpity can compress and encrypt archived files into multiple sft files with repeated xor encryption scheme,0
frameworkpos can xor credit card information before exfiltration,0
stuxnet encrypts exfiltrated data via c2 with static byte long xor keys,0
netwire has used custom encryption algorithm to encrypt collected data,0
bluelight has encoded data into binary blob using xor,0
fin6 has encoded data gathered from the victim with simple substitution cipher and single byte xor using the key and base64 with character permutation,0
copykittens encrypts data with substitute cipher prior to exfiltration,0
kimsuky has used rc4 encryption before exfil,0
lazarus group malware sample encrypts data using simple byte based xor operation prior to exfiltration,0
mustang panda has encrypted documents with rc4 prior to exfiltration,0
an adversary may compress or encrypt data that is collected prior to exfiltration using 3rd party libraries,0
many libraries exist that can archive data including python rarfile libzip and zlib,0
most libraries include functionality to encrypt and compress data,0
some archival libraries are preinstalled on systems such as bzip2 on macos and linux and zip on windows,0
note that the libraries are different from the utilities,0
the libraries can be linked against when compiling while the utilities require spawning subshell or similar execution mechanism,0
seaduke compressed data with zlib prior to sending it over c2,0
epic compresses the collected data with bzip2 before sending it to the c2 server,0
the zlib backdoor compresses communications using the standard zlib compression library,0
cardinal rat applies compression to c2 traffic using the zlib library,0
denis compressed collected data using zlib,0
bbsrat can compress data with zlib prior to sending it back to the c2 server,0
tajmahal has the ability to use the open source libraries xzip and zlib to compress files,0
invisimole can use zlib to compress and decompress data,0
badflick has compressed data using the aplib compression library,0
threat group has used rar to compress encrypt and password protect files prior to exfiltration,0
lazarus group malware indiaindia saves information gathered about the victim to file that is compressed with zlib encrypted and uploaded to c2 server,0
an adversary may compress or encrypt data that is collected prior to exfiltration using 3rd party utilities,0
many utilities exist that can archive data including zip winrar and winzip,0
most utilities include functionality to encrypt and compress data,0
some 3rd party utilities may be preinstalled such as tar on linux and macos or zip on windows systems,0
oopsie compresses collected files with gzipstream before sending them to its c2 server,0
coraldeck has created password protected rar winimage and zip archives to be exfiltrated,0
calisto uses the zip command to compress the data collected on the local system,0
micropsia creates rar archive based on collected files on the victim machine,0
ikitten will zip up the directory before exfiltrating it,0
invisimole uses winrar to compress data that is intended to be exfiltrated,0
punchbuggy has gzipped information and saved it to random temp file before exfil,0
poetrat has the ability to compress files with zip,0
okrum was seen using rar archiver tool to compress data,0
powershower has used 7zip to compress txt pdf xls or doc files prior to exfiltration,0
dustysky can compress files via rar while staging data to be exfiltrated,0
ramsay can compress and archive collected files using winrar,0
windtail has the ability to use the macos built in zip utility to archive files,0
crutch has used the winrar utility to compress and encrypt stolen files,0
appleseed can zip and encrypt data collected on target system,0
turian can use winrar to create password protected archive for files of interest,0
octopus has compressed data before exfiltrating it using tool called abbrevia,0
bronze butler has compressed data into password protected rar archives prior to exfiltration,0
ke3chang is known to use rar with passwords to encrypt data prior to exfiltration,0
copykittens uses zpp net console program to compress files with zip,0
apt1 has used rar to compress files before moving them outside of the victim network,0
fin8 has used rar to compress collected data before exfiltration,0
sowbug extracted documents and bundled them into rar archive,0
magic hound has used rar to stage and compress local folders,0
apt3 has used tools to compress data before exfilling it,0
muddywater has used the native windows cabinet creation tool makecab likely to compress stolen data to be uploaded,0
menupass has compressed files before exfiltration using tar and rar,0
apt39 has used winrar and zip to compress an archive stolen data,0
apt33 has used winrar to compress data prior to exfil,0
gallmaker has used winzip likely to archive data prior to exfiltration,0
turla has encrypted files stolen from connected usb drives into rar file before exfiltration,0
gallium used winrar to compress and encrypt stolen data prior to exfiltration,0
apt41 created rar archive of targeted files for exfiltration,0
chimera has used gzip for linux os and modified rar software to archive data on windows hosts,0
operation wocao has archived collected files with winrar prior to exfiltration,0
fox kitten has used zip to archive data,0
unc2452 used zip to compress stolen emails into password protected archives prior to exfiltration,0
hafnium has used zip and winrar to compress stolen files for exfiltration,0
mustang panda has used rar to create password protected archives of collected documents prior to exfiltration,0
apt29 used zip to compress stolen emails into password protected archives prior to exfiltration,0
apt28 has used variety of utilities including winrar to archive collected data with password protection,0
adversaries may employ known asymmetric encryption algorithm to conceal command and control traffic rather than relying on any inherent protections provided by communication protocol,0
asymmetric cryptography also known as public key cryptography uses keypair per party one public that can be freely distributed and one private,0
due to how the keys are generated the sender encrypts data with the receiver public key and the receiver decrypts the data with their private key,0
this ensures that only the intended recipient can read the encrypted data,0
common public key encryption algorithms include rsa and elgamal,0
for efficiency many protocols use symmetric cryptography once connection is established but use asymmetric cryptography to establish or transmit key,0
as such these protocols are classified as asymmetric cryptography,0
some volgmer variants use ssl to encrypt c2 communications,0
xtunnel uses ssl and rc4 to encrypt traffic,0
hi zor encrypts c2 traffic with tls,0
sykipot uses ssl for encrypting c2 communications,0
adbupd contains copy of the openssl library to encrypt c2 traffic,0
poshspy encrypts c2 traffic with aes and rsa,0
powerstats has encrypted c2 traffic with rsa,0
biscuit uses ssl for encrypting c2 communications,0
zebrocy uses ssl and aes ecb for encrypting c2 communications,0
wannacry uses tor for command and control traffic and routes custom cryptographic protocol over the tor circuit,0
emotet is known to use rsa keys for encrypting c2 traffic,0
servhelper may set up reverse ssh tunnel to give the attacker access to services running on the victim such as rdp,0
variant of advstoreshell encrypts some c2 with rsa,0
chopstick encrypts c2 communications with tls,0
dridex has encrypted traffic with rsa,0
greyenergy encrypts communications using rsa,0
gazer uses custom encryption for c2 that uses rsa,0
poetrat used tls to encrypt command and control communications,0
attor blowfish key is encrypted with public rsa key,0
metamorfo c2 communication has been encrypted using openssl,0
comrat can use ssl encryption for its c2 channel,0
comrat has used public key cryptography with rsa and aes encrypted email attachments for its gmail c2 channel,0
icedid has used ssl and tls in communications with c2,0
machete has used tls encrypted ftp to exfiltrate data,0
revil has encrypted c2 communications with the ecies algorithm,0
trojan karagany can secure c2 communications with ssl and tls,0
wellmess can communicate to c2 with mutual tls where client and server mutually check certificates,0
